"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"North America","NAC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","1086800722.17678","1429073237.86562","1587101984.78662","1698458286.68193","1815245971.5417","3677803143.86553","3850013325.47293","4737021557.28318","5142842000.2","5476927179.3162","6990113218.06811","5803210981.32234","6090855904.70801","6923467136.68532","7573691054.31602","8146092564.59281","9935848912.19423","12133890490.4198","15874326072.2265","16214471080.3162","16955072051.1269","16553324461.9342","18974344939.3788","19584014121.5751","20903722680.5529","23490937456.6152","27039830168.6881","31749779581.1483","32545149463.6116","35058788367.6004","39475029527.7261","44026394946.3894","45354740987.3847","47043191835.6894","48808736510.4557","50370006759.9163","55773619170.9136","59864786690.7051","69280978139.1533","70709125640.6672","74869271598.9732","82660765492.0732",
"Namibia","NAM","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5488302.73271741","5214906.6658458","7608657.8578823","8293189.44258623","8814919.08627122","9125785.5826373","8094248.37363949","7812564.99167925","6150190.3619583","5892531.41070906","6070109.49375265","4788591.00970199","3956885.32348348","8555999.33532501","15501647.6734411","16736732.1222467","16867897.5396124","16174639.0169648","12976999.8486586","16180568.56152","32653365.5889532","15030404.0750676","12168574.4910403","12841555.9679399","25686136.8480247","22228963.7781794","15920592.750547","37322913.1802921","17891372.3239217","14382201.564038","13142059.3802977","23373617.9468006","23232953.6872268",
"New Caledonia","NCL","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5481241.28401485","5750389.76523078","5681252.1275701","1318601.78300649","5448664.44295008","2394757.02190696","2922479.5169619","1129689.40678258","3465409.24142262","931645.195169755","6662696.13300886","10872434.3778777","13406116.6849266","14430557.6244103","17837609.0072327","","","","","","",
"Niger","NER","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","124167.67822508","136422.669083535","191372.640151883","194352.310267561","202009.229372742","","","151856.223643411","59437.5376473122","62105.775339316","6028707.55272745","2595647.59050387","2884981.57539782","381819.944372826","205573.585093021","11405005.8825514","22992209.7356513","16390829.7761148","29349295.9966188","22571476.989372","29726719.4791911","13007859.1617391","15278025.486522","12860056.5090395","4603933.74362447","441380.597519357","554297.300189837","63903672.8836275","148635768.138436","119356061.865467","83626814.7657185","92588418.2663158","85392748.9911087","88468724.4887868","51526600.3126663","42778517.1642378","",
"Nigeria","NGA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20216899.4700666","23549170.2400538","26775062.7890771","29801537.8127635","36599879.0972595","47427758.9447596","49982616.4270046","50519326.3492064","51656515.8337482","53640000","77184000","117652171.342958","290045404.439073","230570454.272784","211874897.591784","163385056.529188","168601841.006323","263157226.15254",
"Nicaragua","NIC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25300000","25800000","25700000","19600000","24000000","24000000","25100000","24300000","23300000","26400000","27100000","28300000","29400000","30500000","92700000","87000000","115900000","130000000","146800000","153800000","154900000","156400000","180400000","174000000","203500000","196000000","187600000","227400000","293100000",
"Netherlands","NLD","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","116104663.112741","137130611.377252","121972067.834842","161730301.282515","261375057.540356","272584900.056414","299854544.065159","356094111.624625","422100103.922702","405285140.497105","440590506.207854","435118632.815913","617514050.020993","1253459108.40071","1285865749.3736","1468588046.39083","1882305626.97907","2519327678.53483","2607572635.54064","2719561278.0954","2911391265.95155","5477684640.42659","7858950702.05627","8348066536.11388","8796272635.04628","10716131702.5069","12218934524.6518","11471191096.4991","11053804711.1111","12289636649.0124","12017612121.6997","12664483734.3714","13093141737.6376","14642342111.2515","15560587239.0312","16316901125.7497","18327055905.1923","18701662947.9435","20000629404.473","21584592154.4012","20683996169.4265",
"Norway","NOR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229463321.06856","233996303.281293","199971101.021412","236164396.927425","296735941.206756","288083353.818249","535515878.595939","560355501.065264","865215499.045509","800946672.836899","541633096.964493","617454211.650872","822623247.220849","1344648673.93738","1603791279.75047","1469099442.11299","1628892855.50951","1979822091.07825","2520041268.09408","2479531680.21506","2293707037.94745","2427803018.72591","2347086049.73618","2193372730.97621","2349011289.15597","2287564523.61496","2500031398.57111","2721484132.11519","3223073464.3777","3628807071.91592","3518781873.8748",
"Nepal","NPL","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8084787.89371497","17171679.7279811","31769466.4903517","39700950.4561859","34669693.9320234","38158255.3153704","44562315.3082541","39119298.1677252","57811080.5654471","98366707.231744","231265406.576998","356913263.131605","358917122.821967","343833587.688732","324641268.02538","287693205.727737","235501725.789636","185180107.625222","139906402.250933","124161500.023152","117934917.820137",
"Nauru","NRU","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258564897.160372","282115617.214814","315147552.23959","315582249.224742","364486038.518896","436370900.055808","325351434.988842","397385968.29017","440033015.747653","379942325.092804","487293104.116204","583296337.81141","575451103.948022","564771618.993653","608016037.766828","655743437.738513","731289584.801882","733487188.127373","776211878.656424","916483447.179943","975536034.747117","1144410913.77271","1115172149.70268",
"OECD members","OED","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19761566924.719","23946494669.211","28689380704.6227","34468149507.8672","40661744966.5411","56213584301.9244","62711918333.7681","65864802006.6748","72449643087.3479","87911097824.1505","103573256929.769","136466958950.426","153413093281.398","181764399193.826","214380439573.193","206511542301.79","220488720294.024","254209413704.008","260357544749.202","295028736353.991","323991060240.713","319478526505.126","339229038512.218","375364711857.036","441348341731.478","483817207378.072","531954944296.204","643457290892.676","658729590950.233",
"Oman","OMN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23699999.6918075","52899999.3120936","35199999.7711313","29599999.8075423","23000000","20806241.8725618","20806241.8725618","18205461.6384915","20806241.8725618","36410923.2769831","52015604.6814044","75422626.7880364","98829648.8946684","111833550.06502","83224967.4902471","57165149.5448635","74442132.6397919","101659297.789337","95035110.5331599","88832249.6749025","107968790.637191","110835500.650195","194060468.140442","220816742.522757","235596976.592978","240676300.390117","259828446.03381",
"Other small states","OSS","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1414451155.73896","2410013379.61269","2598026715.48918","2537377487.79816","2608110188.11518","3183500708.98516","3592413606.51732","2593739328.66592","2468853311.48884","2695119715.14603","5252851917.35607","5998510582.67261","6886925674.65983","9370956999.78468","11089613279.0277","13404918826.2382",
"Pakistan","PAK","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","231587136.604186","248720054.082903","268570970.106053","378884924.710048","284642329.90858","311000000","291000000","212000000","221000000","353000000","223000000","271000000","343000000","243000000","252000000","277000000","466000000","434000000","441000000","582000000","861000000","811000000","789000000","873000000","1009000000","1127000000","1292000000","1716000000","2451000000","2651000000",
"Panama","PAN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","6000000","3700000","4100000","5400000","2700000","2800000","2800000","3500000","3400000","3900000","4700000","3900000","400000","300000","20300000","24900000","28100000","38900000","33700000","37700000","38500000","52800000","39300000","32800000","42900000","36100000","71600000","115500000","135700000","172700000","234600000","249700000","273000000","326700000","349400000","307100000","310500000","315300000","285500000","300958800","294081100","477895801.24","486998382.47","423316795.05","437223126","503443326.03",
"Peru","PER","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","51000000","68080000","55310000","55170000","73180000","95000000","126000000","134000000","145600000","164400000","173597000","174216000","168092000","126200000","128116000","89811873","67151654.2503095","48219685.3193727","46322286.5930609","59839581.379306","68718515.0365517","82055746.222307","101770581.35","145248880","109712000","125254200","158179950","163810553.135983","123479365.615177","140746525.801549","122183316.960875","112072986.516329","101176862.24899","108513658.206156","112561099.593895","105292041.06448","115309061.167084","121126864.028077",
"Philippines","PHL","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196000000","258000000","350000000","415000000","461000000","520000000","653456159.57","1013213073.43","1365014670.53","1604028857.57","1897018491.8","2235907860.43","2768620263.99","3003175187.84","3335865496.58","3472350162.776","3460947517.16","5493167309.65176","5638432512.78667","5939974716.32148","6098008299.54407","5929697458.30431","6299586626.83344","6673096927.87434",
"Palau","PLW","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1204778.21602541","1823006.85476118","2097678.27877906","2252060.64984105","2438291.29464565","2581807.93906726","2685529.6835815","2804467.990809","3015493.58923835","3272916.59481679","3633544.02740124","141000","122000","146000","248000","142000","164000","179000",
"Papua New Guinea","PNG","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510601.149234051","4227360.33628189","6255850.56396276","9285418.83530828","13492857.7943752","4203327.71665194","2227968.99189639","2283707.12848853","1058843.94943568","1666084.74930403","16353149.4291337","10350581.7322348","4666387.00028645","1602919.9033124","5733761.10093732","6900881.53491328","2414606.08438802","2474284.05331819","5991989.055","",
"Poland","POL","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211000000","314000000","343000000","406000000","460000000","407000000","295000000","285000000","263000000","377000000","471000000","474000000","755000000","1116000000","1487000000","1406000000","2012000000","2587000000","2880000000","3416000000","4225000000","4394000000","5322000000","6392000000","7998000000","8606000000","9426000000","11580000000","13481000000",
"Pre-demographic dividend","PRE","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1138533200.65316","1557482667.40001","1493926497.06727","1659498131.79028","2106005755.75929","2005129024.54471","2299277391.45035","2613326606.02742","2194582249.43644","1970343425.55678","2205786966.58524","2363802380.45958","2275284027.90436","2130517459.89655","2570468498.11191","",
"Puerto Rico","PRI","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","351137377.577535","338951320.13856","356614953.986773","304485709.275887","307215179.290211","244006967.958293","226982932.087915","225531564.37946","226409423.172886","286757583.744704","430484344.988475","543191577.453103","626587766.723037","773400595.970302","1051103004.2548","1202026131.36456","1000243277.06876","940383375.757573","1149356982.31872","1203321379.62158","1295394305.74015","1526947730.93624","1343496028.00426","1468747855.44643","1692131041.52782","2228544243.24176","2370396479.11253","2804152404.18908","3801757294.228","3892775729.85661",
"Paraguay","PRY","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29700000","21900000","20300000","47000000","49100000","15500000","11200000","14200000","10300000","11100000","10000000","10800000","12400000","12200000","15400000","16400000","18400000","15600000","15400000","19400000","19900000","15400000","12400000","12400000","14400000","15400000","15400000","15400000","15400000","15400000","15400000","15400000","20200000",
"West Bank and Gaza","PSE","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1828377.55652558","4420337.12371482","4867333.83617731","9350343.72411515","15059560.7134521","25433994.4299055","35378964.1549539","26931000","26804000","34481000","38963342.1948279","33628540.6885756","48788718.6118082","88275748.5768257","81670496.493008","58855887.2619156","63962668.0709809","92147667.7474134","125849410.580726","31630126.2590836","35853486.4291526","39247608.3589715","120470513.108174",
"Pacific island small states","PSS","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44304497.4785654","42475213.6153214","48067980.3776951","29765132.1948534","30105029.2948924","28659237.2426747","39027611.2743452","39093411.6584552","40926837.9680104","47416788.3247004","58521381.128315","67928837.9682594","66681441.816323","49697930.0264459","42458607.9220559","57886092.4757918","",
"Post-demographic dividend","PST","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22677783427.2621","27635901301.4389","32153075492.8464","38725566212.3357","53327961344.7882","57437781444.6746","62322384044.8029","68469363984.9959","84601758661.4687","99719088100.0596","112492799485.826","125485368572.804","146056103800.915","172107650279.699","165677463939.528","176260678176.686","201929178932.669","211802681757.394","238753285717.994","257579209002.518","252974562665.896","263813861682.024","286870814008.478","317387644796.049","334583854629.158","356502504847.835","414993262974.658","416343526900.199",
"French Polynesia","PYF","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2594717.09703724","3915561.4519828","15680672.0810406","19104768.0818712","18946316.4535506","11322888.9416657","39953688.6651103","41922465.9864072","24019119.2454146","19313396.0638854","13941557.2218554","15427804.7776521","22338371.3054178","16835828.3154308","15519788.4642863","","","","","","",
"Qatar","QAT","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114010989.010989","410714285.714286","239560439.56044","378846153.846154","542307692.307692","634340659.340659","617582417.582418","782142857.142857","884890109.89011","2178296703.2967","888736263.736264","1139560439.56044",
"Romania","ROU","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46000000","68000000","78000000","89000000","107000000","116000000","189000000","185000000","245000000","346000000","439000000","822086327.133048","1223374559.81793","1455639646.83056","1812926070.21368","1735370532.76216","1596738383.52821","1725248680.75862","1980327762.88462","2528989245.42495","3056184483.21627","3033088349.78488","3736652420.66685","4538769869.50403","5653482737.67258","6256824613.41276","7015995146.41946","8252854112.79069","9799361358.62719",
"Russian Federation","RUS","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","294100000","482660000","563340000","626900000","551050000","497750000","444520000","546740000","598660000","589170000","694820000","1041290000","1369330000","2281190000","3044530000","2550740000","2623790000","3101490000","3493560000","4163110000","4503620000","3933500000","3903720000","4652750000","5260320000","5489350000","5936180000","7232300000","5831350000",
"Rwanda","RWA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13305227.7751785","13300250.9583864","18139962.4784341","21290725.1959259","15871043.7452531","22228546.5092857","18585152.8919896","18595152.8919896","17891502.1688173","19740088.6758393","20809838.891765","27821840.2505671","26377747.6609473",
"South Asia","SAS","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30713446358.4482","39310511924.7126","51250392342.8615","49576273160.8911","55634019835.0336","63790609807.6232","69261617457.2893","74774223818.3328","77339357038.4378","78957561740.2985","79391679433.8228","81389631729.3018","87732249470.8919","97562538509.0922","102814402749.477","123954550641.566","149423126683.794",
"Saudi Arabia","SAU","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192533333.333333","244266666.666667","245760000","222160000","205386666.666667","293066666.666667","263733333.333333","307200000","297600000","358560000","252280000","272826666.666667","338490666.666667","1158964846.10667","1577232065.86667","1369782774.3434","1464056796.84533","1708790302.79467",
"Sudan","SDN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200000","1600000","2200000","2600000","3200000","4550000","2500000","2400000","3844094.21193244","7941318.87350117","18799845.9654176","5822144.90069824","580354.27940707","65944973.0425624","43214367.1352967","19210299.4102892","8209333.69380192","10646294.0696004","2317283.17826049","11233220.0002201","684869.63760218","121844.881318012","121054.906112069","9993002.17558821","857676.055661656","912664.032285817",
"Senegal","SEN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35476324.4704597","42823901.9964649","49076892.80405","46274952.4922658","52419856.1604663","58567907.0192797","56840490.4129446","78638045.1815242","93473250.5178869","105508046.795964","144767018.300787","186050410.91437","203004465.446096","131981433.121045","182459674.440043","200297666.345443","247684712.685888","296100529.211483","296611292.913837","274294809.377689","253715786.989312","263387104.530435","205534841.880566","155596502.137493","114840353.104421","159800898.290631","",
"Singapore","SGP","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780809595.202399","839195555.211465","796063682.849667","672800477.21431","560073315.541989","574664194.327413","724107667.34246","762654360.345251","817250385.053239","1052402190.23663","1046805225.31427","1560543761.01368","1877909143.48844","2597923352.88571","2615374024.65076","3543212668.30053","4961058733.23457","6724301843.22563","7633900743.22704","7967009983.82069","8873129307.36639","12140743475.1968","13242862573.9993","15244191003.3918","14743376563.0823","19560835663.681","23249413837.1646","23187693423.5976",
"Solomon Islands","SLB","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2429578.98199602","2294269.32172649","1827495.85415535","2103075.34001825","144202.083751202","75698.6754804947","277515.573842324","1518565.64676256","6052076.41643389","6937598.36749695","7110861.05644234","2509187.76441628","2673268.32325521","3014400.68720905","3403162.64587909","3624270.5986556","3676368.51734225","4465111.80310669","4396492.09188831","1356095.9350395","1538076.49251949","2766402.81914466","2752381.90371478","2692870.39397158","4005599.57510488",
"Sierra Leone","SLE","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2955713.37164111","40721.1845175588","69214.0314145185","702050.563670785","93241.4313681757","66014.6771020773","45462435.6659726","160552.811820758","74379732.7756575","97617112.2366216","94847032.3333151","120307395.481529","107199420.272672","1280503.9044503","6640433.49041879","4229939.36120525","989434.275214305","3137889.4576393","3409522.29696352","",
"El Salvador","SLV","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70705820.760554","89548829.240434","78344039.971449","98343803.5408338","80200000","87900000","95500000","79800000","109600000","121000000","102600000","118400000","153930000","150660000","137040000","168872875","146484824.65","159065833.797384","146513796.977224","170620342.150199","184003058.866493","184310108.627831","204490986.236555","218200217.918728","243677932.207581","236048164.525701","323919091.24","387430924.75",
"San Marino","SMR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189530552.951144","261631547.189873","271910866.221635","318523256.260661","433282608.14807","481544411.440468","580658258.241144","644772621.689435","676981132.652995","817598512.550588","1019705596.29451","1336763316.44007","1591558103.76383","1645103361.68318","2191473065.01665","2824541237.58045",
"Sub-Saharan Africa (excluding high income)","SSA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1177218989.76406","1490788280.9771","1670648714.51863","1997801469.05125","1973663856.94403","2233221654.48368","2792285543.853","2802714388.0331","3043819720.02645","3323836876.46381","2830597283.8622","2633656440.37711","2993183212.46188","3162130733.82721","3270712795.91743","3150147475.02321","3718815791.77773","",
"South Sudan","SSD","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1787500","2450000","3310000","3070000","1470000","350000","13480000","34020000","65396700",
"Sub-Saharan Africa","SSF","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1189998790.67315","1503835975.64623","1676979881.76931","2004262172.11366","1980432837.69676","2240804750.2529","2800168157.68306","2813011812.0888","3054705958.88289","3335950111.29075","2842972267.37609","2645743328.4875","3005874444.97778","3175139247.15601","3284046522.07944","3159689834.4363","3728596710.17614","",
"Small states","SST","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1534391720.18857","1554660601.07887","1573963016.0361","1807486546.96425","2792378678.69618","2986908580.91828","2910824100.45904","2952147769.92501","3520043173.85722","3834511767.98799","2870352692.84084","2745228323.1196","2998650568.87072","5551813353.12774","6284877247.38118","7164175853.90497","9651404513.87255","11464879510.8119","13807564739.7395",
"Sao Tome and Principe","STP","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","28551.3744599629","34511.1224482122","44271.4508044936","148785.561011775","122829.234111363","40762.0996549569","24661.2503536656","5182.82247851866","53494.4658090585","129714.704860441","132347.013870368","120000","","","","","","","1550000","1221500","1637500","1845500","777871","859243.6169","921625.891181159","962775.575305472","915321.188241545","840379.048352235","850000","967778.245085885","1043695.76766425","1124649.2","1233376.12891801","1450000","704385.227435183","542433.123601966","1838413.55358665","2009889.21522833","218405.621539742","58316.5124913416","983282.176608589","2428325.19969596","1119101.70095598","1423950.00264333",
"Suriname","SUR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6766790.01802178","14035327.77","9684819.77472155","10154767.9504101","10068179.6081961","7249561.63242076","11030333.3562484","10110739.1081516","8457785.25164847","9066991.17535057","13262943.2326143","16584083.0694837",
"Slovak Republic","SVK","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","274066306.338767","264935686.936745","28387487.6268063","41552764.44423","61928955.521076","87279265.4112083","103415375.437169","117936336.92934","128758958.69142","159899030.112096","","","","","486168154.87344","434684716.08906","450613686.441124","640318595.910656","720820566.150028","1019845398.19869","959018329.181593","852517474.122619","1202362453.62816","1549300649.4565","1768652080.88398","1734985162.81581","1815835431.17352","1933459480.62035","1980453263.2596",
"Slovenia","SVN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200000","9700000","17900000","23500000","41200000","51400000","70100000","75000000","76500000","94800000","133600000","154200000","184100000","220800000","232907954.408713","291327344.643431","499553776.491006","425925103.27693","441946638.682971","515254032.987997","532863108.553142","600127679.376363","607302129.812207","575145266.503005","610199485.829073","615658863.886474","635128785.218159","705134353.472152","753935644.802786","874312155.516092","978721182.262043",
"Sweden","SWE","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","13531250.411936","13656124.4541349","16798194.1976514","22897704.5103664","24777983.6408494","38592498.0288314","34584529.4813687","42354435.343746","48695345.8682368","70076050.7489267","73289887.1968531","67561602.747015","","","","","","175947101.758519","276343226.8136","300489279.711403","337269901.392495","366361245.292687","267351841.560912","480892607.433363","589847330.905237","761915530.551455","902319803.623326","1108678018.43827","1509639080.48927","1452925368.4624","1724100303.58165","2230363917.2115","2152440220.96936","2634878849.51987","3611251842.18538","3948529696.14226","4980073192.74988","8114403520.74175","9694993287.26771","8843461932.20412","8764745745.40745","12655631631.4602","12169911190.6527","14917929533.973","16629948745.1773","15804063321.1866","14051446695.9931","14503872824.1334","14417480589.0304","15994913197.0114","15550472873.4404","22310508845.7426","20893863711.6109",
"Eswatini","SWZ","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2897791.4572453","3166968.51835357","6329409.54425392","5642902.80969536","6880779.62854654","11816210.5903518","11144088.0716317","17168533.4612545","14881923.0869969","12464444.7153726","12334738.0276963","2581813.73635973","3390629.95089192","3501671.63116667","2822684.34946918","2408946.04556792","1305264.6931783","643683.890525749","13253129.195772","2016377.59158755","6416956.39615549","60456.1794116852","22530551.2620105","23083578.2464636","14501109.3134865","8951779.44660965","5998862.07922444","5767536.38138411","6395624.1536881","3662239.59634242","6457537.09505368","3502608.74966675","3407351.67699283","3487758.69211502","2389569.86368249","2473181.23356439",
"Sint Maarten (Dutch part)","SXM","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6586592.17877095","7089385.47486033","15139664.8044693","16949720.6703911","10921787.7094972","10089385.4748603","6513966.48044693","3986873.21787709","7554846.37430168","12481170.547486","14745338.849162","8025681.15642458",
"Seychelles","SYC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3149953.53818531","3498603.28170115","5029502.90221019","5319836.63334194","7414016.31545289","8725516.21945635","9361265.03581565","10224572.8432309","10406396.6819218","12142727.2727273","12779800.9090909","13047694.6691269","6331167.25067813","6460703.06240874","6768980.75273721","7583095.76922593","7882613.83005497","10297424.0557036","10886238.8564431","12113234.8269379","12374983.513885","12086888.1103821","12691232.5159012","13008513.3287987","13333726.1620187","9542359.41308717","9780918.39841435","10025441.3583747",
